Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
2.53645529312313e-05	-4.49999995929623	-6.09999995929623	-4.59999999999943	-4.59806706551325
2.55983992322455e-05	-4.49999996620478	-6.09999996620478	-4.59999999999944	-4.59809913416867
2.58309486277538e-05	-4.49999997191162	-6.09999997191162	-4.59999999999945	-4.5981309846501
2.60621523984286e-05	-4.49999997662962	-6.09999997662962	-4.59999999999946	-4.59816261107912
2.62919627556361e-05	-4.49999998053344	-6.09999998053344	-4.59999999999947	-4.5981940077352
2.6520332870498e-05	-4.49999998376647	-6.09999998376647	-4.59999999999948	-4.59822516906099
2.6747216901853e-05	-4.49999998644644	-6.09999998644644	-4.59999999999949	-4.59825608962761
2.69725700230904e-05	-4.49999998867011	-6.09999998867011	-4.5999999999995	-4.59828676419573
2.71963484478315e-05	-4.49999999051701	-6.09999999051701	-4.5999999999995	-4.5983171876634
2.74185094544352e-05	-4.49999999205257	-6.09999999205257	-4.59999999999951	-4.59834735511797
2.76390114093064e-05	-4.49999999333063	-6.09999999333063	-4.59999999999952	-4.59837726179048
2.78578137889874e-05	-4.49999999439554	-6.09999999439554	-4.59999999999953	-4.59840690308491
2.80748772010148e-05	-4.49999999528386	-6.09999999528386	-4.59999999999954	-4.59843627457031
2.82901634035264e-05	-4.49999999602573	-6.09999999602573	-4.59999999999955	-4.59846537199702
2.85036353236042e-05	-4.49999999664603	-6.09999999664603	-4.59999999999955	-4.59849419127003
2.87152570743404e-05	-4.49999999716533	-6.09999999716533	-4.59999999999956	-4.59852272848061
2.89249939706194e-05	-4.4999999976006	-6.0999999976006	-4.59999999999957	-4.5985509798674
2.91328125436037e-05	-4.49999999796592	-6.09999999796592	-4.59999999999958	-4.59857894187622
2.93386805539221e-05	-4.49999999827292	-6.09999999827292	-4.59999999999959	-4.59860661109281
2.95425670035516e-05	-4.49999999853125	-6.09999999853125	-4.59999999999959	-4.59863398429011
2.97444421463949e-05	-4.49999999874893	-6.09999999874893	-4.5999999999996	-4.59866105842011
2.99442774975503e-05	-4.49999999893261	-6.09999999893261	-4.59999999999961	-4.59868783059852
3.01420458412766e-05	-4.49999999908781	-6.09999999908781	-4.59999999999962	-4.59871429811462
3.03377212376565e-05	-4.49999999921914	-6.09999999921914	-4.59999999999962	-4.59874045843397
3.05312790279643e-05	-4.49999999933042	-6.09999999933042	-4.59999999999963	-4.59876630920038
