Position  (cm)	V (V)	n (cm-3)	p (cm-3)
2.02632022569726e-05	0.113698313472891	87050.1049607071	1340945.76574494
2.02682575557065e-05	0.11374057712618	87192.5350071276	1338755.33676328
2.02735364635336e-05	0.113784710211462	87341.5138445958	1336471.83819527
2.0279047538528e-05	0.113830784276531	87497.3163861091	1334092.06651174
2.02847996004176e-05	0.113878873056679	87660.2282539862	1331612.75210578
2.0290801735522e-05	0.113929052515975	87830.5461873864	1329030.56076778
2.0297063301643e-05	0.113981400888151	88008.5784844532	1326342.09540387
2.03035939328984e-05	0.114035998717016	88194.6454673641	1323543.8980105
2.03104035444934e-05	0.114092928896345	88389.0799657135	1320632.45191886
2.03175023374176e-05	0.114152276709147	88592.2278063332	1317604.18432203
2.03249008030623e-05	0.114214129866267	88804.4483573592	1314455.46909852
2.03326097277455e-05	0.114278578544216	89026.115070407	1311182.62994422
2.03406401971374e-05	0.114345715422172	89257.6161005198	1307781.94382631
2.03490036005767e-05	0.114415635718059	89499.3548746532	1304249.64477265
2.03577116352656e-05	0.114488437223626	89751.7507553496	1300581.9280086
2.03667763103368e-05	0.114564220338443	90015.2397301689	1296774.95445353
2.03762099507783e-05	0.114643088102715	90290.2751235811	1292824.85558861
2.03860252012092e-05	0.114725146228849	90577.3283389559	1288727.73870888
2.0396235029492e-05	0.114810503131655	90876.8896638363	1284479.6925677
2.04068527301737e-05	0.11489926995711	91189.4691105335	1280076.79342429
2.04178919277419e-05	0.114991560609585	91515.5972801687	1275515.11150551
2.04293665796864e-05	0.115087491777439	91855.8263347994	1270790.71788729
2.04412909793532e-05	0.115187182956877	92210.7309312952	1265899.69180506
2.04536797585804e-05	0.11529075647399	92580.9092965449	1260838.12839431
2.04665478901037e-05	0.115398337504865	92966.9843176083	1255602.14687353
2.04799106897192e-05	0.115510054093665	93369.6047270014	1250187.89916349
2.04937838181924e-05	0.11562603716859	93789.4462673215	1244591.57895164
2.05081832828997e-05	0.1157464205556	94227.2130843249	1238809.43119423
2.05231254391918e-05	0.115871340989813	94683.6390380342	1232837.76206055
2.05386269914657e-05	0.116000938124468	95159.4891847352	1226672.94930847
2.05547049939331e-05	0.11613535453735	95655.5613151438	1220311.45308432
2.05713768510734e-05	0.116274735734574	96172.6876539653	1213749.82714416
2.05886603177581e-05	0.116419230151627	96711.7364975328	1206984.73047693
2.0606573499035e-05	0.116568989151567	97273.6141234896	1200012.93931562
2.06251348495597e-05	0.116724167020262	97859.2667544465	1192831.3595226
2.0644363172662e-05	0.116884920958594	98469.6826145678	1185437.03932493
2.06642776190355e-05	0.117051411071497	99105.8941489652	1177827.18237603
2.06848976850381e-05	0.117223800353752	99768.9803673028	1169999.16111376
2.07062432105915e-05	0.117402254672426	100460.069325474	1161950.53039224
2.07283343766687e-05	0.117586942745866	101180.340809237	1153679.0413371
2.07511917023567e-05	0.117778036119143	101931.029114264	1145182.65540713
2.07748360414851e-05	0.117975709135864	102713.426033778	1136459.55860195
2.07992885788073e-05	0.118180138906252	103528.884111139	1127508.17577637
2.08245708257256e-05	0.118391505271398	104378.820018212	1118327.18501974
2.08507046155485e-05	0.118609990763617	105264.718134283	1108915.53203432
2.08777120982709e-05	0.118835780562807	106188.134484868	1099272.44446394
2.09056157348665e-05	0.119069062448734	107150.700696299	1089397.44611003
2.09344382910846e-05	0.119310026749166	108154.128479066	1079290.37097505
2.09642028307405e-05	0.119558866283786	109200.214356302	1068951.37705334
2.09949327084928e-05	0.119815776303804	110290.844472964	1058380.95981756
2.10266515620986e-05	0.120080954427208	111428.000078314	1047579.96530845
2.10593833041388e-05	0.120354600569589	112613.763069947	1036549.60276747
2.10931521132083e-05	0.120636916870485	113850.322067687	1025291.45671892
2.11279824245622e-05	0.120928107615182	115139.978922625	1013807.49842721
2.11638989202146e-05	0.121228379151938	116485.155663921	1002100.09665061
2.12009265184832e-05	0.121537939804573	117888.40180099	990172.027594257
2.12390903629766e-05	0.121856999780396	119352.402071613	978026.483994014
2.12784158110182e-05	0.122185771073435	120879.985286366	965667.083226452
2.13189284215071e-05	0.122524467362939	122474.132929733	953097.874376007
2.13606539422099e-05	0.122873303907146	124137.989063957	940323.344161191
2.14036182964849e-05	0.12323249743228	125874.870602849	927348.421649551
2.14478475694351e-05	0.1236022660168	127688.278378676	914178.481666181
